客户ID,优先级,流失概率,在网月数,合约类型,月费,历史总消费,上网服务,支付方式,在线安全,技术支持,在线备份,流媒体电视,流媒体电影,老年人,有伴侣,有子女,性别,电子账单
8617-ENBDS,P2-Very High,86.2%,3,Month-to-month,73.6,232.5,Fiber optic,Credit card (automatic),No,No,No,No,No,0,No,No,Male,Yes
1200-TUZHR,P2-Very High,86.2%,8,Month-to-month,85.2,695.75,Fiber optic,Electronic check,No,No,No,No,Yes,1,No,No,Female,No
3045-XETSH,P2-Very High,86.2%,10,Month-to-month,94.85,953.45,Fiber optic,Electronic check,No,No,Yes,No,Yes,0,No,No,Female,Yes
2929-ERCFZ,P2-Very High,86.2%,8,Month-to-month,94.2,777.3,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,Yes,Yes,Female,Yes
4290-BSXUX,P2-Very High,86.2%,3,Month-to-month,79.65,251.75,Fiber optic,Bank transfer (automatic),No,Yes,No,No,No,0,Yes,No,Male,Yes
7548-SEPYI,P2-Very High,86.2%,5,Month-to-month,96.25,512.45,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,No,No,Female,Yes
5955-ERIHD,P2-Very High,86.2%,18,Month-to-month,94.7,1687.95,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,Yes,No,Male,Yes
2026-TGDHM,P2-Very High,86.2%,7,Month-to-month,79.3,523.15,Fiber optic,Electronic check,No,No,No,No,Yes,0,No,No,Female,Yes
4445-ZJNMU,P2-Very High,86.2%,9,Month-to-month,99.3,918.75,Fiber optic,Credit card (automatic),No,No,Yes,Yes,Yes,0,No,No,Male,Yes
4123-DVHPH,P2-Very High,86.1%,9,Month-to-month,88.05,801.3,Fiber optic,Electronic check,Yes,No,No,No,Yes,0,Yes,No,Male,Yes
6047-YHPVI,P2-Very High,86.1%,5,Month-to-month,69.7,316.9,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
3096-GKWEB,P2-Very High,86.1%,18,Month-to-month,94.75,1691.9,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,Yes,No,Male,Yes
8687-BAFGU,P2-Very High,86.1%,1,Month-to-month,74.0,74.0,Fiber optic,Electronic check,No,Yes,No,No,No,0,No,No,Male,No
7571-YXDAD,P2-Very High,86.1%,2,Month-to-month,74.9,147.15,Fiber optic,Credit card (automatic),No,No,No,No,No,0,No,No,Female,No
7130-VTEWQ,P2-Very High,86.1%,8,Month-to-month,75.75,606.25,Fiber optic,Electronic check,No,No,No,No,No,1,No,No,Female,Yes
1334-FJSVR,P2-Very High,86.1%,1,Month-to-month,24.25,24.25,DSL,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
9050-IKDZA,P2-Very High,86.1%,2,Month-to-month,81.5,162.55,Fiber optic,Mailed check,No,No,No,Yes,No,1,No,No,Female,No
0094-OIFMO,P2-Very High,86.1%,11,Month-to-month,95.0,1120.3,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,1,No,No,Female,Yes
5501-TVMGM,P2-Very High,86.0%,1,Month-to-month,55.25,55.25,DSL,Electronic check,No,No,No,No,Yes,0,No,No,Male,Yes
3999-QGRJH,P2-Very High,86.0%,8,Month-to-month,69.7,560.85,Fiber optic,Electronic check,No,No,No,No,No,1,No,No,Male,Yes
2235-DWLJU,P2-Very High,86.0%,6,Month-to-month,44.4,263.05,DSL,Electronic check,No,No,No,Yes,Yes,1,No,No,Female,Yes
7209-JCUDS,P2-Very High,86.0%,10,Month-to-month,94.9,1048.85,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,No,No,Male,Yes
6941-PMGEP,P2-Very High,86.0%,5,Month-to-month,80.0,412.5,Fiber optic,Electronic check,No,No,No,No,Yes,0,No,No,Female,Yes
0122-OAHPZ,P2-Very High,86.0%,7,Month-to-month,73.85,511.25,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
7402-EYFXX,P2-Very High,86.0%,26,Month-to-month,93.6,2404.1,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,No,No,Male,Yes
7365-BVCJH,P2-Very High,85.9%,1,Month-to-month,24.4,24.4,DSL,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
2612-RANWT,P2-Very High,85.9%,12,Month-to-month,100.15,1164.3,Fiber optic,Bank transfer (automatic),No,No,No,Yes,Yes,0,No,No,Female,Yes
1740-CSDJP,P2-Very High,85.9%,1,Month-to-month,35.25,35.25,DSL,Bank transfer (automatic),No,No,No,No,Yes,0,No,No,Male,Yes
3186-BAXNB,P2-Very High,85.9%,1,Month-to-month,91.7,91.7,Fiber optic,Electronic check,No,Yes,Yes,Yes,No,0,No,No,Female,No
2180-DXNEG,P2-Very High,85.9%,12,Month-to-month,96.0,1062.1,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,No,No,Female,Yes
2058-DCJBE,P2-Very High,85.9%,5,Month-to-month,69.75,324.6,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
8276-MQBYC,P2-Very High,85.9%,51,Month-to-month,97.8,4913.3,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,No,No,Male,Yes
8185-UPYBR,P2-Very High,85.9%,6,Month-to-month,75.5,438.0,Fiber optic,Electronic check,No,No,No,No,No,0,Yes,No,Male,Yes
2468-SJFLM,P2-Very High,85.9%,1,Month-to-month,74.3,74.3,Fiber optic,Mailed check,No,Yes,No,No,No,0,No,No,Male,Yes
4298-OYIFC,P2-Very High,85.9%,15,Month-to-month,103.45,1539.8,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,0,Yes,No,Male,Yes
8443-ZRDBZ,P2-Very High,85.9%,4,Month-to-month,76.05,318.9,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
1016-DJTSV,P2-Very High,85.8%,8,Month-to-month,69.7,572.85,Fiber optic,Electronic check,No,No,No,No,No,1,No,No,Male,Yes
7613-LLQFO,P2-Very High,85.8%,12,Month-to-month,84.45,1059.55,Fiber optic,Electronic check,No,No,No,Yes,No,0,No,No,Male,Yes
0420-HLGXF,P2-Very High,85.8%,39,Month-to-month,99.75,4036.0,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,No,No,Female,Yes
4706-AXVKM,P2-Very High,85.8%,11,Month-to-month,84.8,906.85,Fiber optic,Credit card (automatic),No,No,No,No,Yes,1,No,No,Female,Yes
0018-NYROU,P2-Very High,85.8%,5,Month-to-month,68.95,351.5,Fiber optic,Electronic check,No,No,No,No,No,0,Yes,No,Female,Yes
5429-LWCMV,P2-Very High,85.8%,12,Month-to-month,89.15,1057.55,Fiber optic,Electronic check,No,No,Yes,No,Yes,0,No,No,Female,Yes
7145-FEJWU,P2-Very High,85.8%,12,Month-to-month,105.3,1275.65,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,No,Yes,Female,Yes
8361-LTMKD,P2-Very High,85.7%,4,Month-to-month,74.4,306.6,Fiber optic,Mailed check,No,No,No,No,No,1,Yes,No,Male,Yes
0812-WUPTB,P2-Very High,85.7%,1,Month-to-month,70.85,70.85,Fiber optic,Mailed check,No,No,No,No,No,1,Yes,No,Male,No
2868-SNELZ,P2-Very High,85.7%,2,Month-to-month,80.6,155.8,Fiber optic,Mailed check,No,No,No,No,No,0,No,No,Female,No
7595-EUIVN,P2-Very High,85.7%,1,Month-to-month,75.8,75.8,Fiber optic,Electronic check,No,No,Yes,No,No,0,No,No,Female,No
3247-ZVOUO,P2-Very High,85.7%,10,Month-to-month,85.55,851.75,Fiber optic,Electronic check,No,No,No,No,Yes,1,Yes,No,Male,No
1569-TTNYJ,P2-Very High,85.7%,5,Month-to-month,78.75,412.1,Fiber optic,Electronic check,No,No,Yes,No,No,0,Yes,No,Male,Yes
3338-CVVEH,P2-Very High,85.7%,12,Month-to-month,94.55,1173.55,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,No,No,Male,No
2740-TVLFN,P2-Very High,85.6%,1,Month-to-month,50.15,50.15,DSL,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
6689-TCZHQ,P2-Very High,85.6%,5,Month-to-month,78.95,378.4,Fiber optic,Electronic check,No,No,No,No,Yes,1,No,No,Female,No
4398-HSCJH,P2-Very High,85.6%,3,Month-to-month,63.6,155.65,DSL,Electronic check,No,Yes,No,Yes,No,0,No,No,Female,Yes
5442-BHQNG,P2-Very High,85.6%,2,Month-to-month,70.35,139.25,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,No
7044-YAACC,P2-Very High,85.6%,4,Month-to-month,70.2,280.35,Fiber optic,Electronic check,No,No,No,No,No,1,Yes,No,Male,Yes
3063-QFSZL,P2-Very High,85.6%,1,Month-to-month,55.4,55.4,DSL,Electronic check,No,No,No,No,Yes,0,No,No,Female,Yes
9094-AZPHK,P2-Very High,85.6%,15,Month-to-month,100.15,1415.0,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,No,No,Female,Yes
1122-JWTJW,P2-Very High,85.6%,1,Month-to-month,70.65,70.65,Fiber optic,Mailed check,No,No,No,No,No,0,Yes,Yes,Male,Yes
9822-OAOVB,P2-Very High,85.5%,1,Month-to-month,55.45,55.45,DSL,Electronic check,No,No,No,No,Yes,0,No,No,Female,Yes
7598-UAASY,P2-Very High,85.5%,2,Month-to-month,76.4,151.8,Fiber optic,Electronic check,No,No,No,No,No,0,Yes,No,Male,No
0515-YPMCW,P2-Very High,85.5%,1,Month-to-month,70.45,70.45,Fiber optic,Mailed check,No,No,No,No,No,0,No,Yes,Male,Yes
1251-STYSZ,P2-Very High,85.5%,4,Month-to-month,80.25,303.7,Fiber optic,Electronic check,Yes,No,No,No,No,1,No,No,Female,Yes
5318-IXUZF,P2-Very High,85.5%,2,Month-to-month,87.15,183.75,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes,No,0,No,No,Female,Yes
1024-GUALD,P2-Very High,85.5%,1,Month-to-month,24.8,24.8,DSL,Electronic check,No,No,No,No,No,0,Yes,No,Female,Yes
3411-WLRSQ,P2-Very High,85.5%,3,Month-to-month,74.6,239.05,Fiber optic,Bank transfer (automatic),No,No,Yes,No,No,1,Yes,No,Female,Yes
4229-CZMLL,P2-Very High,85.4%,6,Month-to-month,74.9,469.8,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
2845-AFFTX,P2-Very High,85.4%,41,Month-to-month,99.8,4259.3,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,Yes,No,Male,Yes
7156-MHUGY,P2-Very High,85.4%,13,Month-to-month,90.5,1201.15,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,No,No,Male,Yes
5956-YHHRX,P2-Very High,85.4%,21,Month-to-month,104.35,2271.85,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,1,No,No,Male,Yes
7767-UXAGJ,P2-Very High,85.4%,1,Month-to-month,50.45,50.45,DSL,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
1960-UYCNN,P2-Very High,85.4%,10,Month-to-month,95.25,1021.55,Fiber optic,Electronic check,No,No,Yes,No,Yes,0,No,No,Male,Yes
8714-CTZJW,P2-Very High,85.3%,4,Month-to-month,82.85,319.6,Fiber optic,Credit card (automatic),No,No,No,No,Yes,0,No,No,Female,Yes
2754-SDJRD,P2-Very High,85.3%,8,Month-to-month,100.15,908.55,Fiber optic,Credit card (automatic),No,Yes,No,Yes,Yes,1,No,No,Female,Yes
0248-IPDFW,P2-Very High,85.3%,1,Month-to-month,50.1,50.1,DSL,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
4919-MOAVT,P2-Very High,85.3%,3,Month-to-month,69.65,220.1,Fiber optic,Electronic check,No,No,No,No,No,0,No,Yes,Male,No
7638-QVMVY,P2-Very High,85.3%,7,Month-to-month,79.0,522.95,Fiber optic,Electronic check,No,No,No,Yes,No,0,No,No,Female,Yes
6892-XPFPU,P2-Very High,85.3%,24,Month-to-month,104.25,2433.9,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,1,Yes,No,Male,Yes
2905-KFQUV,P2-Very High,85.3%,2,Month-to-month,70.4,154.8,Fiber optic,Credit card (automatic),No,No,No,No,No,0,Yes,No,Female,Yes
5027-QPKTE,P2-Very High,85.3%,7,Month-to-month,69.35,451.1,Fiber optic,Electronic check,No,No,No,No,No,0,Yes,No,Male,Yes
3106-ULWFW,P2-Very High,85.3%,8,Month-to-month,85.2,627.4,Fiber optic,Credit card (automatic),No,No,No,No,Yes,0,Yes,No,Female,Yes
2672-DZUOY,P2-Very High,85.2%,1,Month-to-month,25.15,25.15,DSL,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
2454-RPBRZ,P2-Very High,85.2%,12,Month-to-month,98.1,1060.2,Fiber optic,Electronic check,No,No,Yes,Yes,No,1,Yes,No,Female,Yes
6899-PPEEA,P2-Very High,85.2%,37,Month-to-month,96.55,3580.3,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,No,No,Female,Yes
9274-CNFMO,P2-Very High,85.2%,4,Month-to-month,74.95,308.7,Fiber optic,Electronic check,No,No,No,No,No,1,Yes,No,Male,No
3473-XIIIT,P2-Very High,85.2%,16,Month-to-month,100.0,1534.75,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,Yes,No,Female,Yes
8676-TRMJS,P2-Very High,85.2%,3,Month-to-month,75.0,209.1,Fiber optic,Mailed check,No,No,No,No,No,0,No,No,Male,No
6326-MTTXK,P2-Very High,85.2%,8,Month-to-month,100.85,819.55,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,No,No,Male,No
1465-VINDH,P2-Very High,85.2%,10,Month-to-month,102.1,1068.85,Fiber optic,Credit card (automatic),No,No,Yes,Yes,Yes,0,Yes,Yes,Female,Yes
7142-HVGBG,P2-Very High,85.2%,43,Month-to-month,103.0,4414.3,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,1,Yes,No,Male,Yes
8510-AWCXC,P2-Very High,85.2%,13,Month-to-month,100.8,1308.1,Fiber optic,Electronic check,Yes,No,No,Yes,Yes,1,No,No,Female,Yes
9391-EOYLI,P2-Very High,85.2%,12,Month-to-month,80.45,950.2,Fiber optic,Electronic check,No,No,No,No,Yes,1,Yes,No,Male,Yes
6615-NGGZJ,P2-Very High,85.1%,14,Month-to-month,100.55,1415.55,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,No,No,Male,Yes
4813-HQMGZ,P2-Very High,85.1%,8,Month-to-month,90.25,743.75,Fiber optic,Electronic check,No,Yes,No,No,Yes,0,Yes,No,Female,Yes
3030-YDNRM,P2-Very High,85.1%,8,Month-to-month,74.85,572.45,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
6435-SRWBJ,P2-Very High,85.1%,5,Month-to-month,82.75,417.75,Fiber optic,Electronic check,No,Yes,No,No,No,0,No,No,Female,Yes
6680-WKXRZ,P2-Very High,85.1%,3,Month-to-month,74.4,215.8,Fiber optic,Bank transfer (automatic),No,No,No,No,No,0,No,No,Female,No
3398-FSHON,P2-Very High,85.1%,12,Month-to-month,91.3,1094.5,Fiber optic,Electronic check,No,No,Yes,Yes,No,1,No,No,Female,Yes
0674-EYYZV,P2-Very High,85.1%,1,Month-to-month,54.65,54.65,DSL,Electronic check,No,No,No,Yes,No,0,No,No,Female,Yes
9747-DDZOS,P2-Very High,85.0%,1,Month-to-month,73.5,73.5,Fiber optic,Bank transfer (automatic),No,No,No,No,No,0,No,No,Female,No
7029-RPUAV,P2-Very High,85.0%,17,Month-to-month,100.45,1622.45,Fiber optic,Credit card (automatic),No,No,No,Yes,Yes,1,Yes,No,Male,Yes
2657-VPXTA,P2-Very High,85.0%,10,Month-to-month,88.85,929.45,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,Yes,Yes,Female,Yes
7890-VYYWG,P2-Very High,85.0%,3,Month-to-month,36.45,93.7,DSL,Mailed check,No,No,No,Yes,No,1,Yes,No,Male,Yes
9809-IMGCQ,P2-Very High,84.9%,22,Month-to-month,96.7,2082.95,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,No,No,Male,Yes
9048-JVYVF,P2-Very High,84.9%,3,Month-to-month,69.35,191.35,DSL,Electronic check,No,Yes,No,Yes,Yes,0,No,No,Male,Yes
3841-CONLJ,P2-Very High,84.9%,1,Month-to-month,35.0,35.0,DSL,Electronic check,No,No,No,No,Yes,0,Yes,No,Female,No
7479-NITWS,P2-Very High,84.9%,7,Month-to-month,89.35,631.85,Fiber optic,Credit card (automatic),No,No,No,Yes,No,0,No,No,Male,Yes
2495-INZWQ,P2-Very High,84.9%,4,Month-to-month,44.55,174.3,DSL,Electronic check,No,No,No,Yes,Yes,0,No,No,Male,Yes
2612-RRIDN,P2-Very High,84.9%,4,Month-to-month,81.0,340.85,Fiber optic,Electronic check,No,No,No,Yes,No,0,No,No,Male,Yes
2325-NBPZG,P2-Very High,84.9%,3,Month-to-month,74.55,233.65,Fiber optic,Electronic check,Yes,No,No,No,No,0,No,No,Female,Yes
9919-KNPOO,P2-Very High,84.9%,21,Month-to-month,94.3,1948.35,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,Yes,No,Female,Yes
8541-QVFKM,P2-Very High,84.9%,8,Month-to-month,73.5,632.2,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
3951-NJCVI,P2-Very High,84.9%,42,Month-to-month,95.05,3944.5,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,Yes,No,Female,Yes
0722-SVSFK,P2-Very High,84.9%,7,Month-to-month,100.4,715.0,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,0,No,No,Female,Yes
6583-KQJLK,P2-Very High,84.8%,15,Month-to-month,94.65,1285.05,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,1,Yes,No,Female,Yes
3677-IYRBF,P2-Very High,84.8%,2,Month-to-month,30.4,78.65,DSL,Electronic check,No,No,No,No,No,1,No,No,Female,Yes
3223-DWFIO,P2-Very High,84.8%,4,Month-to-month,69.35,261.65,Fiber optic,Electronic check,No,No,No,No,No,1,No,No,Male,No
3453-RTHJQ,P2-Very High,84.8%,6,Month-to-month,69.1,435.0,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
2371-JQHZZ,P2-Very High,84.8%,24,Month-to-month,93.0,2248.05,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,Yes,No,Male,Yes
3916-NRPAP,P2-Very High,84.8%,3,Month-to-month,85.7,256.75,Fiber optic,Credit card (automatic),No,No,No,No,Yes,0,No,No,Male,No
5909-ECHUI,P2-Very High,84.8%,1,Month-to-month,56.25,56.25,DSL,Electronic check,No,No,No,No,Yes,0,No,No,Female,Yes
1212-GLHMD,P2-Very High,84.8%,3,Month-to-month,86.05,244.85,Fiber optic,Mailed check,Yes,No,No,No,Yes,0,No,No,Male,Yes
2568-OIADY,P2-Very High,84.8%,37,Month-to-month,99.5,3762.0,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,Yes,No,Female,Yes
7858-GTZSP,P2-Very High,84.8%,12,Month-to-month,86.55,1066.9,Fiber optic,Electronic check,No,No,No,No,Yes,0,No,No,Female,Yes
2952-QAYZF,P2-Very High,84.8%,5,Month-to-month,85.3,424.15,Fiber optic,Electronic check,No,No,Yes,No,No,0,No,No,Male,Yes
3834-XUIFC,P2-Very High,84.7%,7,Month-to-month,85.2,602.55,Fiber optic,Mailed check,No,No,No,No,Yes,0,No,No,Male,Yes
8111-RKSPX,P2-Very High,84.7%,4,Month-to-month,72.2,305.55,Fiber optic,Bank transfer (automatic),No,No,No,No,No,0,No,No,Male,Yes
0378-TOVMS,P2-Very High,84.7%,3,Month-to-month,85.8,272.2,Fiber optic,Electronic check,No,Yes,No,No,Yes,0,No,No,Female,No
9514-JDSKI,P2-Very High,84.7%,1,Month-to-month,40.2,40.2,DSL,Electronic check,No,No,Yes,Yes,No,1,Yes,No,Male,No
1751-NCDLI,P2-Very High,84.6%,46,Month-to-month,98.85,4564.9,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,Yes,No,Male,Yes
9185-TQCVP,P2-Very High,84.6%,14,Month-to-month,85.15,1139.2,Fiber optic,Electronic check,No,No,No,No,Yes,0,Yes,No,Male,Yes
7563-BIUPC,P2-Very High,84.6%,5,Month-to-month,80.6,415.55,Fiber optic,Electronic check,No,No,No,Yes,No,0,No,No,Male,Yes
6979-ZNSFF,P2-Very High,84.6%,8,Month-to-month,87.05,762.1,Fiber optic,Electronic check,No,No,No,Yes,No,0,No,No,Female,Yes
2080-CAZNM,P2-Very High,84.6%,41,Month-to-month,104.4,4133.95,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,1,No,No,Female,Yes
3992-YWPKO,P2-Very High,84.6%,6,Month-to-month,109.9,669.45,Fiber optic,Credit card (automatic),No,Yes,Yes,Yes,Yes,0,No,No,Female,Yes
6711-FLDFB,P2-Very High,84.5%,7,Month-to-month,74.9,541.15,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
0644-OQMDK,P2-Very High,84.5%,4,Month-to-month,70.65,293.85,Fiber optic,Electronic check,No,No,No,No,No,1,No,No,Male,Yes
0004-TLHLJ,P2-Very High,84.5%,4,Month-to-month,73.9,280.85,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
9290-SHCMB,P2-Very High,84.5%,13,Month-to-month,96.85,1235.55,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,No,No,Female,Yes
2800-VEQXM,P2-Very High,84.5%,3,Month-to-month,74.75,238.1,Fiber optic,Mailed check,No,No,No,No,No,0,No,No,Female,Yes
4450-DLLMH,P2-Very High,84.5%,2,Month-to-month,71.3,157.75,Fiber optic,Credit card (automatic),No,No,No,No,No,0,No,No,Male,Yes
9741-YLNTD,P2-Very High,84.5%,6,Month-to-month,87.95,522.35,Fiber optic,Bank transfer (automatic),No,Yes,No,No,Yes,0,No,No,Male,Yes
4514-GFCFI,P2-Very High,84.5%,16,Month-to-month,84.75,1350.15,Fiber optic,Electronic check,No,No,No,Yes,No,1,No,No,Female,Yes
7994-UYIVZ,P2-Very High,84.4%,8,Month-to-month,85.65,659.45,Fiber optic,Bank transfer (automatic),No,No,No,No,Yes,0,Yes,No,Male,Yes
2080-GKCWQ,P2-Very High,84.4%,2,Month-to-month,74.95,151.75,Fiber optic,Electronic check,No,No,Yes,No,No,0,No,No,Male,No
2754-VDLTR,P2-Very High,84.4%,10,Month-to-month,95.2,930.4,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,No,Yes,Male,No
5889-LFOLL,P2-Very High,84.4%,13,Month-to-month,84.6,1115.2,Fiber optic,Electronic check,No,No,No,No,Yes,0,No,No,Female,Yes
8800-JOOCF,P2-Very High,84.4%,12,Month-to-month,84.05,966.55,Fiber optic,Electronic check,No,No,No,Yes,No,0,No,Yes,Female,Yes
1084-UQCHV,P2-Very High,84.3%,1,Month-to-month,69.75,69.75,Fiber optic,Bank transfer (automatic),No,No,No,No,No,0,No,Yes,Male,No
3199-XGZCY,P2-Very High,84.3%,8,Month-to-month,75.25,576.7,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
2369-UAPKZ,P2-Very High,84.3%,5,Month-to-month,104.1,541.9,Fiber optic,Mailed check,No,No,Yes,Yes,Yes,0,No,No,Male,No
6087-MVHJH,P2-Very High,84.3%,16,Month-to-month,88.45,1422.1,Fiber optic,Electronic check,No,No,No,No,Yes,0,No,No,Female,Yes
8266-VBFQL,P2-Very High,84.3%,4,Month-to-month,90.4,356.65,Fiber optic,Electronic check,No,Yes,No,No,Yes,0,No,No,Male,Yes
9239-ZBZZV,P2-Very High,84.3%,6,Month-to-month,47.95,305.1,DSL,Electronic check,No,No,No,Yes,Yes,0,No,No,Female,Yes
4021-RQSNY,P2-Very High,84.3%,29,Month-to-month,98.5,3004.15,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,Yes,No,Male,Yes
8035-PWSEV,P2-Very High,84.3%,6,Month-to-month,89.25,487.05,Fiber optic,Electronic check,No,Yes,No,No,Yes,0,No,No,Female,Yes
0817-HSUSE,P2-Very High,84.3%,1,Month-to-month,75.5,75.5,DSL,Electronic check,No,Yes,No,Yes,Yes,0,No,No,Male,Yes
9253-QXKBE,P2-Very High,84.3%,29,Month-to-month,94.45,2653.65,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,Yes,No,Male,Yes
7881-EVUAD,P2-Very High,84.2%,2,Month-to-month,42.6,72.4,DSL,Electronic check,Yes,No,Yes,No,Yes,0,No,No,Female,Yes
4029-HPFVY,P2-Very High,84.2%,3,Month-to-month,70.3,220.4,Fiber optic,Mailed check,No,No,No,No,No,0,No,No,Male,Yes
1746-TGTWV,P2-Very High,84.2%,1,Month-to-month,75.35,75.35,Fiber optic,Credit card (automatic),No,No,No,No,No,0,Yes,No,Male,No
7854-FOKSF,P2-Very High,84.2%,1,Month-to-month,35.9,35.9,DSL,Electronic check,No,No,No,No,Yes,0,No,No,Male,No
8485-GJCDN,P2-Very High,84.2%,5,Month-to-month,69.05,318.5,Fiber optic,Mailed check,No,No,No,No,No,1,No,No,Female,Yes
0345-HKJVM,P2-Very High,84.1%,6,Month-to-month,89.3,577.6,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,No,No,Female,No
4633-MKHYU,P2-Very High,84.1%,9,Month-to-month,88.4,788.6,Fiber optic,Mailed check,No,No,No,Yes,Yes,0,No,No,Female,Yes
1704-NRWYE,P2-Very High,84.0%,9,Month-to-month,80.85,751.65,Fiber optic,Electronic check,No,No,No,Yes,No,1,No,No,Female,Yes
2472-OVKUP,P2-Very High,84.0%,6,Month-to-month,91.0,531.0,Fiber optic,Electronic check,No,No,Yes,No,Yes,0,Yes,No,Male,Yes
0872-NXJYS,P2-Very High,84.0%,9,Month-to-month,79.55,723.4,Fiber optic,Electronic check,No,No,No,No,Yes,0,No,No,Female,Yes
6166-ILMNY,P2-Very High,84.0%,2,Month-to-month,69.75,144.55,Fiber optic,Bank transfer (automatic),No,No,No,No,No,0,No,No,Female,No
2969-QWUBZ,P2-Very High,84.0%,2,Month-to-month,51.4,96.8,DSL,Electronic check,No,No,Yes,Yes,Yes,0,No,No,Female,No
8433-WXGNA,P2-Very High,84.0%,2,Month-to-month,75.7,189.2,Fiber optic,Electronic check,Yes,No,No,No,No,0,No,No,Male,Yes
3874-EQOEP,P2-Very High,84.0%,7,Month-to-month,95.0,655.5,Fiber optic,Mailed check,No,No,No,Yes,Yes,0,No,No,Male,No
6376-GAHQE,P2-Very High,84.0%,4,Month-to-month,77.85,299.2,Fiber optic,Electronic check,No,No,No,Yes,No,0,No,No,Male,No
5685-IIXLY,P2-Very High,83.9%,5,Month-to-month,83.6,404.2,Fiber optic,Electronic check,No,No,Yes,No,Yes,0,Yes,Yes,Female,Yes
0746-JTRFU,P2-Very High,83.9%,2,Month-to-month,25.05,56.35,DSL,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
2845-HSJCY,P2-Very High,83.9%,14,Month-to-month,87.25,1258.6,Fiber optic,Electronic check,No,No,No,No,Yes,0,Yes,Yes,Female,Yes
2568-BRGYX,P2-Very High,83.9%,4,Month-to-month,70.2,237.95,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
3372-KWFBM,P2-Very High,83.9%,16,Month-to-month,86.6,1281.0,Fiber optic,Electronic check,No,No,No,Yes,No,1,No,No,Male,Yes
8263-JQAIK,P2-Very High,83.9%,2,Month-to-month,24.45,47.5,DSL,Mailed check,No,No,No,No,No,1,No,No,Male,Yes
1666-JXLKU,P2-Very High,83.8%,37,Month-to-month,100.05,3810.55,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,No,No,Female,Yes
9734-UYXQI,P2-Very High,83.8%,2,Month-to-month,49.4,106.55,DSL,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
